canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
ts_max_if,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,condition,,,series,same_as:x,ashare|us,daily_bar,1,False,False,conditional statistic — numeric alpha with a Condition/Event/State Bool condition slot,,
ts_mean,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,trend,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_mean_abs_deviation,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_mean_excess_slope,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|side|min_tail_count,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_mean_if,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,condition,,,series,,ashare|us,daily_bar,1,False,False,conditional statistic — numeric alpha with a Condition/Event/State Bool condition slot,,
ts_mean_reversion_half_life,research_tool,diagnostic,False,,supporting,mean_reversion,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,NO_SAFE_REPLACEMENT
ts_mean_reversion_ou_approx_half_life,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_mean_reversion_ou_approx_half_life_prior,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
ts_median,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_median3_causal,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_median_abs_deviation,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_min,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,flex_max_min,x,window,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_min_if,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,condition,,,series,same_as:x,ashare|us,daily_bar,1,False,False,conditional statistic — numeric alpha with a Condition/Event/State Bool condition slot,,
ts_mmd_rbf_shift,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,nonlinear_dependence,,x,recent_window|old_window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_modwt_band_corr,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x|y,window|level|band,,,,series,,ashare|us,daily_bar,6,False,False,MODWT band correlation,,
ts_moment,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,d|k,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_monotonicity,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_motif_recurrence_count,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,m|history_window,,,,series,,ashare|us,daily_bar,8,False,False,motif recurrence count,,
ts_multi_regression_adjusted_r2_prior,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,r2,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multi_regression_coeff,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y)/unit(x) (intercept: unit(y)),ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_multi_regression_coeff_prior
ts_multi_regression_coeff_prior,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y)/unit(x) (intercept: unit(y)),ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multi_regression_coeff_stability,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y)/unit(x) (intercept: unit(y)),ashare|us,daily_bar,7,False,False,stock-level alpha (verified role),,
ts_multi_regression_forecast_error,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y),ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multi_regression_forecast_error_z,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,z_score,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multi_regression_r2,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,r2,ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_multi_regression_r2_prior
ts_multi_regression_r2_prior,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,r2,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multi_regression_resid,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,unit(y),ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_multi_regression_forecast_error
ts_multi_regression_resid_z,research_tool,diagnostic,False,,supporting,unknown,,y,x1|x2|x3|x4|window|coefficient_index|min_periods|add_intercept|warmup_policy,,,,series,z_score,ashare|us,daily_bar,1,False,False,diagnostic / in-sample metric — research tool only,,ts_multi_regression_forecast_error_z
ts_multifractal_asymmetry,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,spectral,spectral_family,x,window|min_periods,,,,series,level,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_multifractal_curvature,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,spectral,spectral_family,x,window,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_multifractal_spectrum_width,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,spectral,spectral_family,x,window,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_multiscale_entropy_slope,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x|max_scale,window,,,,series,,ashare|us,daily_bar,8,False,False,multiscale entropy slope,,
ts_multiscale_permutation_entropy_slope,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window|order|min_patterns,,,,series,,ashare|us,daily_bar,7,False,False,multiscale permutation-entropy slope,,
ts_multiscale_trend_consensus,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|scales,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_multiscale_trend_curvature,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|scales,,,,series,,ashare|us,daily_bar,6,False,False,stock-level alpha (verified role),,
ts_multiscale_trend_dispersion,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|scales,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_mutual_information,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y,window|estimator|bins|min_periods|normalized|bias_correction,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_nearest_structural_level_distance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,price,window|prominence|confirmation|direction|min_periods|min_coverage_fraction|max_pivot_age,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_negative_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|threshold|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_new_high,direct_event,event,False,condition|mask,event,breakout,,x,window,,,,series,,ashare|us,daily_bar,1,False,False,breakout/new-high binary indicator — event mask,,
ts_new_low,direct_event,event,False,condition|mask,event,breakout,,x,window,,,,series,,ashare|us,daily_bar,1,False,False,breakout/new-high binary indicator — event mask,,
ts_nth_pivot_high,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,high|left_window|right_window|history_window|n,,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ts_nth_pivot_high_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|left_window|right_window|history_window|n,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_nth_pivot_low,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,low|left_window|right_window|history_window|n,,,,,series,,ashare|us,daily_bar,1,False,False,"price-level building block — not scale-invariant, composition only",,
ts_nth_pivot_low_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|left_window|right_window|history_window|n,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_nth_value,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|n,window|order|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_opening_mispricing_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_ordinal_irreversibility,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|min_patterns,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_overnight_intraday_cov,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_overnight_intraday_sign_agreement,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_overnight_intraday_spread,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close|open|pre_close,window,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
ts_partial_corr,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x|y|z,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pastor_stambaugh_liquidity_gamma,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret|benchmark_ret|amount,window|min_periods|flow_scale,,,,series,return_per_flow_scale_currency,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_path_efficiency,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_path_leadlag_area,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x|y,window|lag,,,,series,,ashare|us,daily_bar,8,False,False,path lead-lag area,,
ts_path_signature_area,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x|y,window,,,,series,,ashare|us,daily_bar,8,False,False,path-signature area,,
ts_path_signature_depth2_norm,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x|y,window,,,,series,,ashare|us,daily_bar,8,False,False,path-signature depth-2 norm,,
ts_pattern_symmetry,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|left_window|right_window|history_window,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,d,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
ts_permutation_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|normalize|min_patterns,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_permutation_transition_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|order|delay|normalize,,,,series,,ashare|us,daily_bar,5,False,False,stock-level alpha (verified role),,
ts_persistence_birth_dispersion,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window|tau|dim,,,,series,,ashare|us,daily_bar,8,False,False,causal Rips-H1 persistence dispersion — high-cost lane,,
ts_persistence_diagram_shift,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,x,window|tau|embedding_dim,,,,series,,ashare|us,daily_bar,8,False,False,persistence-diagram shift,,
ts_persistence_entropy_h0,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|tau|dim,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_persistence_entropy_h1,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|tau|dim,,,,series,,ashare|us,daily_bar,8,False,False,stock-level alpha (verified role),,
ts_pettitt_change_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|min_segment,,,,series,ratio,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_pickands_tail_index,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,window|k|side,,,,series,level,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
ts_pivot_high_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|history_window,left_window|right_window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pivot_high_count,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|left_window|right_window|history_window,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pivot_high_spacing,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|left_window|right_window|history_window,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pivot_low_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|history_window,left_window|right_window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pivot_low_count,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|left_window|right_window|history_window,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_pivot_low_spacing,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,low|left_window|right_window|history_window,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
ts_poly2_coeff,research_tool,research,False,,supporting,unknown,,x,d,,,,series,,ashare|us,daily_bar,1,False,False,in-sample polynomial fit coefficient — diagnostic; use ts_poly2_resid prior forms for causality,,ts_poly2_prior_coeff
ts_poly2_forecast_error,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,d,,,,series,,ashare|us,daily_bar,1,False,False,one-step-ahead quadratic forecast error — causal,,
