canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
ts_kramers_moyal_local_stability,,cleaned_operators.markov_dynamics,TsKramersMoyalLocalStability,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:ratio|cost:5",当前状态局部稳定性 -D'(x_k)（>0 吸引子 / <0 排斥）。
ts_ks_shift,,cleaned_operators.alpha_language_distribution,TsKsShift,time_series_distribution,time_series_distribution,daily,PENDING,,,,,,,,,,,x|recent_window|old_window|min_periods,{},pandas_numpy|polars,,"time_series_distribution|daily|pit_safe|causal|typed_v2|signature:x,recent_window,old_window,min_periods->series|domain:distribution|unit:ratio|cost:1",近窗口 vs 旧窗口 KS 统计量。
ts_kurt,Kurt|TS_KURT|kurt|m_kurt|ts_kurtosis,cleaned_operators.common.stable_high_moments_v2,StableTsKurt,time_series,time_series,daily,PENDING,,,,,,,,,,,x|window,{},pandas_numpy|polars,,time_series|pit_safe|causal|bounded_history|numerically_stable|production_repair,Prefix-stable unbiased Fisher excess kurtosis over an explicit window.
ts_l_kurtosis,,cleaned_operators.moments_ext,TsLKurtosis,moments,moments,daily,PENDING,,,,,,,,,,,x|window|min_periods|min_coverage_fraction,{},pandas_numpy|polars,,"moments|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,min_periods,min_coverage_fraction->series|domain:distribution_shape|unit:ratio|cost:3",L 峰度 tau_4 = lambda_4/lambda_2（有界稳健）。
ts_l_skewness,,cleaned_operators.moments_ext,TsLSkewness,moments,moments,daily,PENDING,,,,,,,,,,,x|window|min_periods|min_coverage_fraction,{},pandas_numpy|polars,,"moments|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,min_periods,min_coverage_fraction->series|domain:distribution_shape|unit:ratio|cost:3",L 偏度 tau_3 = lambda_3/lambda_2（有界稳健）。
ts_lag_of_peak_corr,,cleaned_operators.stateful.sequential,TsLagOfPeakCorr,time_series_risk,time_series_risk,daily,PENDING,,,,,,,,,,,x|y|window|max_lag|min_periods,{},pandas_numpy|polars,,"time_series_risk|daily|pit_safe|causal|typed_v2|signature:x,y,window,max_lag,min_periods->series|domain:price_volume|unit:ratio|cost:1",最强绝对滞后相关的滞后阶(归一化)。
ts_lagged_mutual_information,,cleaned_operators.nonlinear_dependence,TsLaggedMutualInformation,time_series_risk,time_series_risk,daily,PENDING,,,,,,,,,,,x|y|window|lag|bins|min_periods|bias_correction,"{""bias_correction"": ""MISSING"", ""bins"": ""MISSING"", ""lag"": ""MISSING"", ""min_periods"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"time_series_risk|daily|pit_safe|causal|typed_v2|signature:x,y,window,lag,bins,min_periods,bias_correction->series|domain:dependence|unit:nats|cost:5","滞后互信息 MI(x[t-lag], y[t])（rank 分位数直方图，nats）。"
ts_last_if,,cleaned_operators.overhaul.base,PandasFunctionOperator,time_series_event,,daily,PENDING,,,,,,,,,,,x|condition|window,{},pandas_numpy|polars|sql,,daily|panel|time_series_event,窗口内最近一次条件成立时的值
ts_last_pivot_high,,cleaned_operators.price_volume.technical_structure_repairs,Bounded_ts_last_pivot_high,price_structure,technical_extension,daily,PENDING,,,,,,,,,,,high|left_window|right_window|history_window,"{""left_window"": ""MISSING"", ""right_window"": ""MISSING""}",pandas_numpy|polars,,pit_safe|causal|bounded_history|production_repair,Latest confirmed pivot high inside bounded confirmation history.
ts_last_pivot_low,,cleaned_operators.price_volume.technical_structure_repairs,Bounded_ts_last_pivot_low,price_structure,technical_extension,daily,PENDING,,,,,,,,,,,low|left_window|right_window|history_window,"{""left_window"": ""MISSING"", ""right_window"": ""MISSING""}",pandas_numpy|polars,,pit_safe|causal|bounded_history|production_repair,Latest confirmed pivot low inside bounded confirmation history.
ts_lempel_ziv_complexity,,cleaned_operators.complexity_ext,TsLempelZivComplexity,complexity_ext,complexity_ext,daily,PENDING,,,,,,,,,,,x|window|bins|min_contiguous_fraction|min_effective_n,"{""bins"": ""MISSING"", ""min_contiguous_fraction"": ""MISSING"", ""min_effective_n"": ""MISSING"", ""window"": ""MISSING""}",pandas_numpy|polars,,"complexity_ext|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,min_contiguous_fraction,min_effective_n->series|domain:complexity|unit:ratio|cost:4",LZ76 回顾式窗口复杂度，按渐近随机基线 N·ln(bins)/ln(N) 归一（bins 可比）。
ts_level_shift_score,,cleaned_operators.regression_models,TsLevelShiftScore,time_series_regression,time_series_regression,daily,PENDING,,,,,,,,,,,x|window|min_periods,{},pandas_numpy|polars,,"time_series_regression|daily|pit_safe|causal|typed_v2|signature:x,window,min_periods->series|domain:price_volume|unit:ratio|cost:2",前后半窗口均值差 / 滚动标准差（物理时间中点切分，NaN 不跨缺口压缩）。
ts_leverage_effect,,cleaned_operators.alpha_language_volatility,TsLeverageEffect,time_series_volatility,time_series_volatility,daily,PENDING,,,,,,,,,,,ret|window|min_periods,{},pandas_numpy|polars,,"time_series_volatility|daily|pit_safe|causal|typed_v2|signature:ret,window,min_periods->series|domain:volatility|unit:ratio|cost:1","收益与随后波动相关(因果: 窗口内 corr(r_tau, v_{tau+1}) 即 corr(r_{tau-1}, v_tau))。"
ts_line_convergence,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_ts_line_convergence,price_structure,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Support slope minus resistance slope; positive means convergence.
ts_line_parallelism,,cleaned_operators.price_volume.structure_patterns_v2,StructureV2_ts_line_parallelism,price_structure,technical_structure,daily,PENDING,,,,,,,,,,,high|low|left_window|right_window|history_window|points,{},pandas_numpy|polars,,pit_safe|causal|bounded_history|production_extension,Negative absolute support/resistance slope difference.
ts_lo_mackinlay_vr,,cleaned_operators.regression_models,TsLoMackinlayVr,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,,x|window|q|min_periods,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window,q,min_periods->series|domain:price_volume|unit:ratio|cost:2|extended",Lo–MacKinlay 重叠方差比 VR(q)（要求价格/对数价格水平输入，typed 层拒绝收益输入）。
ts_lo_mackinlay_z,,cleaned_operators.regression_models,TsLoMackinlayZ,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,x,,x|window|q|min_periods,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window,q,min_periods->series|domain:price_volume|unit:ratio|cost:2|extended",Lo–MacKinlay 异方差稳健 z 统计量 z*(q)（要求价格/对数价格水平输入，typed 层拒绝收益输入）。
ts_local_lyapunov_exponent,,cleaned_operators.local_lyapunov,TsLocalLyapunovExponent,nonlinear_dynamics,nonlinear_dynamics,extended,PENDING,,,,,,,,,,,x|window|tau|embedding_dim|horizon|min_anchors,{},pandas_numpy|polars,,"nonlinear_dynamics|pit_safe|causal|typed_v2|deterministic|signature:x,window,tau,embedding_dim,horizon,min_anchors->series|domain:price_volume|unit:rate|cost:8|extended",局部 Lyapunov 指数 λ（Takens 嵌入最近邻居发散斜率，per-step rate）。
ts_location_shift,,cleaned_operators.alpha_language_distribution,TsLocationShift,time_series_distribution,time_series_distribution,daily,PENDING,,,,,,,,,,,x|recent_window|old_window|min_periods,{},pandas_numpy|polars,,"time_series_distribution|daily|pit_safe|causal|typed_v2|signature:x,recent_window,old_window,min_periods->series|domain:distribution|unit:ratio|cost:1",近窗口 vs 旧窗口的中位数位移(按旧窗口 MAD 归一)。
ts_log_return,log_returns,cleaned_operators.common.time_series,TSLogReturn,time_series,time_series,daily,PENDING,,,,,,,,,,,x|d,{},pandas_numpy|polars|sql,,time_series|returns|log|pit_safe,d 期对数收益率 ln(x_t / x_{t-d})
ts_lower_partial_moment,,cleaned_operators.robust_tail,TsLowerPartialMoment,time_series_risk,time_series_risk,daily,PENDING,,,,,,,,,,,x|window|threshold|order|min_periods,{},pandas_numpy|polars,,"time_series_risk|daily|pit_safe|causal|typed_v2|signature:x,window,threshold,order,min_periods->series|domain:distribution|unit:level|cost:1","下偏矩 mean(max(threshold-x,0)^order)。"
ts_lower_tail_coexceedance_probability,ts_lower_tail_dependence,cleaned_operators.nonlinear_dependence,TsLowerTailDependence,time_series_risk,time_series_risk,extended,PENDING,,,,,,,,,,,x|y|window|q|min_tail_count,{},pandas_numpy|polars,,"time_series_risk|pit_safe|causal|typed_v2|signature:x,y,window,q,min_tail_count->series|domain:dependence|unit:ratio|cost:5|extended",固定 q 的下尾同超概率（tail coexceedance probability） P(y ≤ Qy(q) | x ≤ Qx(q))：以 source x 的 q 分位数为条件、target y 跟随 的条件概率；是固定 q 的同超概率，而非渐近尾部依赖系数 λ；旧名 ts_lower_tail_dependence 为弃用别名。条件样本不足返回 NaN。
ts_lz_complexity,,cleaned_operators.ts_model.complexity,_ComplexityOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,x|window|bins,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,window,bins->series|domain:price_volume|unit:level|cost:8|extended",Lempel-Ziv 复杂度（符号化）。
ts_mad,m_mad,cleaned_operators.semantic_hardening,TimeSeriesMedianAbsoluteDeviationAudited,time_series,time_series,daily,PENDING,,,,,,,,,,,x|window|min_periods|scale,{},pandas_numpy|polars|sql,,time_series|mad|robust|pit_safe|audited,滚动中位绝对偏差 median(|x-median(x)|)。
ts_market_liquidity_beta,,cleaned_operators.cross_section.peer_ops,PeerOps_ts_market_liquidity_beta,group_neutralization,peer,daily,PENDING,,,,,,,,,,,own_return|market_liquidity|window,{},pandas_numpy|polars,,"group_neutralization|daily|pit_safe|causal|typed_v2|signature:own_return,market_liquidity,window->series|domain:peer|unit:level|cost:2",个股收益对市场流动性变化的滚动 Beta。
ts_markov_committor,,cleaned_operators.markov_dynamics,TsMarkovCommittor,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:probability|cost:5","当前状态先达上边界而非下边界的概率 q_k（[0,1]）。"
ts_markov_entropy_production,,cleaned_operators.markov_dynamics,TsMarkovEntropyProduction,state_dynamics,state_dynamics,extended,PENDING,,,,,,,,,,,x|window|bins|lag|min_periods,{},pandas_numpy|polars,,"state_dynamics|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_periods->series|domain:price_volume|unit:nats|cost:5|extended",窗口 Markov 熵产生率 Σ_ij (π_i P_ij) log((π_i P_ij)/(π_j P_ji))（nats）。
ts_markov_mean_first_passage_time,,cleaned_operators.markov_dynamics,TsMarkovMeanFirstPassageTime,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count|target,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count,target->series|domain:price_volume|unit:days|cost:5",当前状态到 target 状态集的平均首达时间（交易日）。
ts_markov_persistence,,cleaned_operators.markov_dynamics,TsMarkovPersistence,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:probability|cost:4",当前状态的历史保持概率 P_kk（分位数状态 + 滞后转移）。
ts_markov_spectral_gap,,cleaned_operators.markov_dynamics,TsMarkovSpectralGap,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_periods,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_periods->series|domain:price_volume|unit:ratio|cost:5",转移矩阵谱隙 1-|λ2|（低=metastability，高=快速混合）。
ts_markov_state_entropy,,cleaned_operators.markov_dynamics,TsMarkovStateEntropy,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:entropy|cost:4","当前状态转移行熵 H_k/log(B)（[0,1]，低=可预测）。"
ts_markov_stationary_surprisal,,cleaned_operators.markov_dynamics,TsMarkovStationarySurprisal,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:nats|cost:4",当前状态在 P 的平稳分布下的长期稀有度 -log π_k（nats）。
ts_markov_transition_surprisal,,cleaned_operators.markov_dynamics,TsMarkovTransitionSurprisal,state_dynamics,state_dynamics,daily,PENDING,,,,,,,,,,,x|window|bins|lag|min_count,{},pandas_numpy|polars,,"state_dynamics|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,bins,lag,min_count->series|domain:price_volume|unit:nats|cost:4",当前状态跳变的历史罕见度 -log P_ij（nats）。
ts_mass_concentration,,cleaned_operators.alpha_language_shape,TsMassConcentration,time_series_shape,time_series_shape,daily,PENDING,,,,,,,,,,,weight|window|min_periods,{},pandas_numpy|polars,,"time_series_shape|daily|pit_safe|causal|typed_v2|signature:weight,window,min_periods->series|domain:path_geometry|unit:ratio|cost:1",窗口权重归一化 HHI。
ts_matrix_profile_discord_score,ts_matrix_profile_motif_distance,cleaned_operators.ts_model.sequence_anomaly,_AnomalyOp,time_series_regression,time_series_regression,extended,PENDING,,,,,,,,,,,x|m|history_window,{},pandas_numpy|polars,,"time_series_regression|pit_safe|causal|typed_v2|signature:x,m,history_window->series|domain:price_volume|unit:level|cost:9|extended",末尾子序列到最近历史子序列距离（离群度，novelty canonical，history_window 截断回溯）。
ts_matrix_profile_motif_age,,cleaned_operators.candle_state_space,TsMatrixProfileMotifAge,candle_state_space,candle_state_space,daily,PENDING,,,,,,,,,,,x|window|subsequence_length|history,{},pandas_numpy|polars,,"candle_state_space|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,subsequence_length,history->series|domain:vector_state|unit:ratio|cost:8",当前子序列最近历史匹配的归一化年龄 age/history。
ts_matrix_profile_motif_frequency,,cleaned_operators.candle_state_space,TsMatrixProfileMotifFrequency,candle_state_space,candle_state_space,extended,PENDING,,,,,,,,,,,x|window|subsequence_length|history,{},pandas_numpy|polars,,"candle_state_space|pit_safe|causal|typed_v2|deterministic|signature:x,window,subsequence_length,history->series|domain:vector_state|unit:ratio|cost:8|extended",历史带内近邻匹配（dist <= median/2）占比。
ts_matrix_profile_neighbor_dispersion,,cleaned_operators.candle_state_space,TsMatrixProfileNeighborDispersion,candle_state_space,candle_state_space,extended,PENDING,,,,,,,,,,,x|window|subsequence_length|history,{},pandas_numpy|polars,,"candle_state_space|pit_safe|causal|typed_v2|deterministic|signature:x,window,subsequence_length,history->series|domain:vector_state|unit:ratio|cost:8|extended",历史带内候选子序列距离的标准差（近邻离散度）。
ts_matrix_profile_novelty,ts_multivariate_matrix_profile_novelty,cleaned_operators.candle_state_space,TsMultivariateMatrixProfileNovelty,candle_state_space,candle_state_space,daily,PENDING,,,,,,,,,,,x|window|subsequence_length|history,{},pandas_numpy|polars,,"candle_state_space|daily|pit_safe|causal|typed_v2|deterministic|signature:x,window,subsequence_length,history->series|domain:vector_state|unit:ratio|cost:8",当前子序列到最近历史子序列的 z 归一化 RMS 距离（新颖度）。
ts_max,Max|TS_MAX|m_max|window_max,cleaned_operators.common.time_series,TSMax,time_series,time_series,daily,PENDING,,,,,,,,,,,x|window,{},pandas_numpy|polars|sql,,time_series|ts_|max,滚动最大值 (与m_max相同)
ts_max_buildup,,cleaned_operators.production_repairs,ProductionTSMaxBuildup,time_series,,daily,PENDING,,,,,,,,,,,x|d,"{""d"": ""20""}",pandas_numpy|polars,,pit_safe|causal|rolling|production_repair,"Count record-high observations independently inside each trailing window. The record maximum resets at every output timestamp, so appending future rows can never alter past outputs."
